100 1000 1671

57 14 21 93 65 4 4 2 4 60 79 26 77 79 82 90 84 34 62 78 71 58 82 92 39 23 79 53 81 46 28 97 6 27 51 35 4 95 72 69 3 4 81 30 54 63 51 68 16 83 80 27 65 11 76 55 9 88 34 49 43 55 99 43 76 30 26 96 59 72 18 76 62 8 49 87 47 62 53 46 44 70 35 21 1 60 1 28 86 92 40 96 78 1 73 40 64 64 30 19

89 1 56 51 4 97 24 79 58 43 93 45 96 22 6 99 83 33 82 91 26 47 76 91 54 93 11 74 22 49 73 79 93 21 94 6 80 64 83 53 70 47 99 60 19 22 54 58 76 32 68 68 65 5 2 33 3 21 82 60 23 42 37 35 90 79 83 89 33 79 46 16 98 71 62 12 90 47 89 43 12 79 15 13 90 76 55 41 57 12 91 56 17 45 94 78 71 68 99 52

 15 21 
 35 88 
 55 66 
 24 97 
 47 62 
 16 93 
 15 39 
 47 71 
 18 35 
 59 73 
 7 35 
 70 82 
 17 76 
 29 41 
 47 89 
 29 50 
 11 14 
 9 81 
 69 95 
 48 72 
 21 55 
 6 66 
 21 64 
 10 27 
 44 47 
 2 41 
 54 79 
 39 90 
 54 88 
 51 64 
 25 61 
 32 60 
 74 75 
 23 91 
 51 82 
 74 84 
 66 80 
 35 74 
 66 89 
 7 12 
 96 99 
 13 92 
 88 95 
 7 30 
 36 75 
 77 85 
 21 32 
 5 78 
 29 45 
 77 94 
 21 59 
 30 98 
 19 98 
 10 40 
 31 72 
 10 49 
 73 87 
 39 94 
 20 90 
 12 86 
 51 68 
 20 99 
 24 60 
 14 37 
 66 75 
 51 86 
 43 91 
 55 56 
 17 39 
 1 85 
 5 46 
 17 48 
 59 63 
 28 66 
 29 31 
 29 40 
 29 49 
 40 49 
 40 58 
 6 56 
 58 94 
 27 88 
 61 90 
 10 17 
 6 65 
 61 99 
 91 100 
 62 64 
 42 95 
 8 93 
 2 22 
 39 71 
 10 44 
 2 40 
 20 76 
 62 91 
 23 72 
 73 91 
 12 72 
 84 88 
 39 89 
 24 46 
 31 94 
 43 59 
 13 46 
 13 55 
 87 93 
 66 70 
 4 86 
 4 95 
 16 60 
 76 83 
 28 43 
 47 56 
 65 92 
 5 50 
 49 84 
 57 97 
 6 24 
 17 61 
 5 68 
 21 31 
 69 80 
 29 44 
 40 44 
 50 76 
 18 96 
 58 89 
 6 42 
 50 94 
 91 95 
 10 21 
 8 88 
 20 53 
 10 30 
 54 64 
 39 75 
 2 35 
 39 84 
 54 82 
 12 76 
 24 41 
 3 18 
 43 54 
 51 67 
 87 88 
 32 63 
 16 46 
 87 97 
 24 59 
 16 55 
 35 68 
 24 68 
 4 99 
 65 78 
 68 74 
 28 38 
 36 51 
 17 47 
 46 83 
 76 96 
 9 43 
 5 54 
 17 56 
 6 19 
 26 86 
 9 61 
 58 75 
 50 71 
 7 100 
 30 65 
 39 43 
 80 93 
 2 3 
 27 87 
 50 89 
 61 89 
 19 83 
 39 52 
 20 48 
 39 61 
 12 44 
 91 99 
 42 94 
 94 95 
 39 70 
 11 79 
 39 79 
 23 62 
 41 98 
 13 27 
 24 27 
 51 53 
 1 34 
 72 85 
 16 32 
 32 49 
 12 80 
 95 96 
 4 76 
 32 58 
 35 54 
 4 85 
 56 86 
 45 86 
 24 63 
 22 93 
 34 95 
 1 70 
 36 37 
 45 95 
 57 60 
 46 69 
 5 22 
 3 98 
 38 65 
 49 65 
 28 42 
 38 74 
 5 49 
 46 87 
 38 83 
 15 81 
 5 58 
 42 44 
 38 92 
 79 93 
 50 57 
 42 53 
 15 99 
 69 79 
 7 95 
 8 60 
 27 73 
 11 65 
 20 43 
 31 43 
 91 94 
 12 39 
 60 88 
 83 90 
 39 65 
 30 96 
 60 97 
 20 61 
 75 95 
 1 29 
 53 67 
 33 98 
 72 80 
 32 44 
 4 71 
 45 72 
 34 72 
 56 72 
 4 80 
 45 81 
