100 250 293

44 29 16 53 21 22 34 65 32 31 89 97 89 72 69 15 51 30 52 63 30 30 51 28 92 14 84 53 3 90 2 71 81 27 43 32 96 100 30 4 31 44 14 1 89 92 25 75 99 95 92 48 21 49 33 69 73 70 77 61 23 30 61 86 37 28 14 97 61 57 39 26 69 70 23 35 19 35 20 2 29 65 20 72 62 78 76 100 77 95 42 12 57 49 73 13 66 56 13 67

6 94 60 79 87 90 65 95 7 53 75 98 54 63 75 21 73 75 45 87 100 19 28 2 72 95 34 32 53 35 62 82 27 16 23 55 10 72 66 63 52 55 72 66 46 95 70 89 93 40 95 83 28 11 80 56 66 100 66 99 100 54 40 28 87 89 9 60 9 61 9 13 67 94 98 85 45 3 77 50 86 53 85 36 13 28 91 87 81 11 94 53 77 48 14 47 56 78 95 40

 32 37 
 27 50 
 33 100 
 42 48 
 7 26 
 47 62 
 34 65 
 27 59 
 19 55 
 30 55 
 55 84 
 20 84 
 3 13 
 46 48 
 30 64 
 39 42 
 56 92 
 60 74 
 8 18 
 39 51 
 49 53 
 40 50 
 57 66 
 32 67 
 14 95 
 17 94 
 3 31 
 37 42 
 17 30 
 19 82 
 43 85 
 6 11 
 36 46 
 6 75 
 21 73 
 53 71 
 19 48 
 39 81 
 33 47 
 13 44 
 53 89 
 9 65 
 23 27 
 2 59 
 51 73 
 11 71 
 46 68 
 14 42 
 44 77 
 16 70 
 15 80 
 25 82 
 53 64 
 10 38 
 11 37 
 42 52 
 1 44 
 9 49 
 17 62 
 19 59 
 63 93 
 20 33 
 29 100 
 84 100 
 21 41 
 52 74 
 51 84 
 36 41 
 1 19 
 43 92 
 10 86 
 36 50 
 53 66 
 54 74 
 5 62 
 34 80 
 56 80 
 38 96 
 43 55 
 6 45 
 69 83 
 5 89 
 16 56 
 44 72 
 24 69 
 4 100 
 25 68 
 7 62 
 1 76 
 13 78 
 26 84 
 64 77 
 81 93 
 23 70 
 9 53 
 58 67 
 14 76 
 12 24 
 20 37 
 57 65 
 14 94 
 49 61 
 44 83 
 50 99 
 18 73 
 1 87 
 11 34 
 2 31 
 5 48 
 46 95 
 34 75 
 35 46 
 23 26 
 15 43 
 50 74 
 12 35 
 1 7 
 53 54 
 13 18 
 30 31 
 79 91 
 37 55 
 28 52 
 21 22 
 67 74 
 15 36 
 46 51 
 33 51 
 29 44 
 21 40 
 53 93 
 41 73 
 7 59 
 30 88 
 20 53 
 1 82 
 15 56 
 27 46 
 30 97 
 28 100 
 48 78 
 17 100 
 37 57 
 56 70 
 32 100 
 13 32 
 50 60 
 26 38 
 29 37 
 33 53 
 24 50 
 38 49 
 14 82 
 80 82 
 23 94 
 13 59 
 89 94 
 26 56 
 16 55 
 47 88 
 42 74 
 10 14 
 17 84 
 28 84 
 18 61 
 35 77 
 65 78 
 31 46 
 17 29 
 34 54 
 1 84 
 76 96 
 23 78 
 58 84 
 21 99 
 33 64 
 50 89 
 11 15 
 74 83 
 10 25 
 91 99 
 2 76 
 83 95 
 3 56 
 10 89 
 2 85 
 63 71 
 2 30 
 37 43 
 68 76 
 41 98 
 32 86 
 12 71 
 42 51 
 28 70 
 13 63 
 39 45 
 45 95 
 36 92 
 46 60 
 34 40 
 14 98 
 25 80 
 31 59 
 23 55 
 14 52 
 37 54 
 18 77 
 35 38 
 14 70 
 50 66 
 67 82 
 6 96 
 35 47 
 73 95 
 36 85 
 59 87 
 31 43 
 27 91 
 5 88 
 12 39 
 17 35 
 60 97 
 9 95 
 21 60 
 20 61 
 76 93 
 46 89 
 23 57 
 48 77 
 40 82 
 25 30 
 8 53 
 61 68 
 71 100 
 73 97 
 82 100 
 87 96 
 14 20 
 17 83 
 40 48 
 86 100 
 21 44 
 23 41 
 48 70 
 52 86 
 5 44 
 4 46 
 15 76 
 40 75 

