100 2500 64

96 39 56 26 49 29 70 22 98 52 44 76 41 28 25 41 85 3 7 88 43 61 51 89 84 82 4 100 58 39 77 74 19 69 9 89 6 9 48 80 24 74 39 28 75 38 93 1 72 64 57 56 43 15 78 60 62 37 31 60 35 8 14 82 32 99 17 27 79 13 84 24 10 33 1 42 44 76 77 1 47 88 42 91 95 41 31 65 64 76 71 48 90 78 66 20 79 5 3 77

28 35 89 36 79 88 98 82 87 56 75 48 93 82 23 78 31 24 42 39 68 9 42 13 24 21 97 93 55 49 23 40 42 71 72 38 28 71 83 36 18 83 92 31 27 83 93 73 16 41 46 6 48 56 8 61 68 83 10 19 89 32 29 78 60 8 65 48 4 78 39 35 52 54 14 23 88 52 2 69 84 54 32 32 12 45 22 74 81 16 88 64 95 21 34 100 36 47 61 96

 16 93 
 17 58 
 36 71 
 55 84 
 47 80 
 40 41 
 5 83 
 11 14 
 6 48 
 9 90 
 50 91 
 29 68 
 61 100 
 40 77 
 41 42 
 33 38 
 39 81 
 2 50 
 22 28 
 14 24 
 66 71 
 12 100 
 4 96 
 43 87 
 16 70 
 36 48 
 15 25 
 96 99 
 1 90 
 47 57 
 88 95 
 7 21 
 18 30 
 46 98 
 5 60 
 70 77 
 36 84 
 28 80 
 29 45 
 69 81 
 48 58 
 21 41 
 40 54 
 5 96 
 10 31 
 62 78 
 54 74 
 20 81 
 31 90 
 23 86 
 3 28 
 43 64 
 1 67 
 32 91 
 65 88 
 17 48 
 35 96 
 76 97 
 68 93 
 5 73 
 58 85 
 77 98 
 69 94 
 61 90 
 8 84 
 27 97 
 19 93 
 11 89 
 31 67 
 10 44 
 3 5 
 54 87 
 20 94 
 12 90 
 4 86 
 23 99 
 64 100 
 51 81 
 7 11 
 17 61 
 58 62 
 49 93 
 69 71 
 29 35 
 61 67 
 21 31 
 7 96 
 6 51 
 58 98 
 30 79 
 10 21 
 42 90 
 54 64 
 73 77 
 20 71 
 13 32 
 4 63 
 23 76 
 24 41 
 84 92 
 16 37 
 34 91 
 13 68 
 5 27 
 65 78 
 57 74 
 36 51 
 76 87 
 28 47 
 26 86 
 5 63 
 6 28 
 50 71 
 42 67 
 61 80 
 80 93 
 8 74 
 39 61 
 12 44 
 11 79 
 31 57 
 30 92 
 2 30 
 1 34 
 13 45 
 24 54 
 22 93 
 1 70 
 5 40 
 57 87 
 76 100 
 49 83 
 68 96 
 42 44 
 7 86 
 26 99 
 27 64 
 18 95 
 11 56 
 42 80 
 8 87 
 20 61 
 12 57 
 31 70 
 64 67 
 1 47 
 46 55 
 5 17 
 37 86 
 65 68 
 56 99 
 76 77 
 3 93 
 9 24 
 28 37 
 15 67 
 27 41 
 6 18 
 18 72 
 42 57 
 82 93 
 7 99 
 8 64 
 27 77 
 20 38 
 60 74 
 11 69 
 30 82 
 4 30 
 23 43 
 83 94 
 75 90 
 41 97 
 33 93 
 53 71 
 72 84 
 64 80 
 37 63 
 56 76 
 16 40 
 3 70 
 14 79 
 34 94 
 15 80 
 8 41 
 27 54 
 71 97 
 30 59 
 60 87 
 33 70 
 52 83 
 44 79 
 23 56 
 10 86 
 22 60 
 1 37 
 53 84 
 5 7 
 37 76 
 38 41 
 3 83 
 9 14 
 22 96 
 7 53 
 26 66 
 18 62 
 59 100 
 30 36 
 63 70 
 8 54 
 60 64 
 39 41 
 4 20 
 41 87 
 1 14 
 33 83 
 25 79 
 72 74 
 85 93 
 44 92 
 64 70 
 37 53 
 2 95 
 3 60 
 22 73 
 14 69 
 15 34 
 86 94 
 18 39 
 46 58 
 78 90 
 89 99 
 49 63 
 8 31 
 19 40 
 79 91 
 11 36 
 71 87 
 30 49 
 41 64 
 60 77 
 33 60 
 12 37 
 4 33 
 2 72 
 22 50 
 14 46 
 34 61 
 32 100 
 3 73 
 55 83 
 15 47 
 47 79 
 26 56 
 59 90 
 11 13 
 48 80 
 21 63 
 12 14 
 4 10 
 44 46 
 10 53 
 62 100 
 54 96 
 33 73 
 44 82 
 45 47 
 37 43 
 2 85 
 43 86 
 3 50 
 22 63 
 15 24 
 7 20 
 18 29 
 70 76 
 17 70 
 36 83 
 55 96 
 47 92 
 8 21 
 19 30 
 92 100 
 71 77 
 63 73 
 21 76 
 40 89 
 60 67 
 73 86 
 33 50 
 44 59 
 2 62 
 74 87 
 34 51 
 93 100 
 85 96 
 37 56 
 3 63 
 16 82 
 35 95 
 36 60 
 55 73 
 47 69 
 7 33 
 26 46 
 18 42 
 5 72 
 70 89 
 69 93 
 21 53 
 10 43 
 73 99 
 33 63 
 25 59 
 32 67 
 23 98 
 3 40 
 43 76 
 22 53 
 14 49 
 13 90 
 65 100 
 16 95 
 55 86 
 29 34 
 47 82 
 8 11 
 40 43 
 5 85 
 11 16 
 58 97 
 62 67 
 41 44 
 33 40 
 25 36 
 44 49 
 39 83 
 31 79 
 10 56 
 3 17 
 14 26 
 74 77 
 66 73 
 85 86 
 13 67 
 51 93 
 36 50 
 55 63 
 28 46 
 47 59 
 59 70 
 6 27 
 58 74 
 9 69 
 28 82 
 69 83 
 21 43 
 80 92 
 27 86 
 54 76 
 12 79 
 32 57 
 51 70 
 43 66 
 24 89 
 65 90 
 17 50 
 57 86 
 76 99 
 9 46 
 28 59 
 47 72 
 26 98 
 69 96 
 2 6 
 61 92 
 27 99 
 19 95 
 31 69 
 23 65 
 2 42 
 35 39 
 20 96 
 53 93 
 16 62 
 28 36 
 1 82 
 46 90 
 6 17 
 5 52 
 38 86 
 58 64 
 69 73 
 61 69 
 21 33 
 27 76 
 50 96 
 2 19 
 83 93 
 8 99 
 54 66 
 20 73 
 12 69 
 31 82 
 72 83 
 24 43 
 34 93 
 5 29 
 16 75 
 76 89 
 49 72 
 9 36 
 6 30 
 50 73 
 69 86 
 61 82 
 8 76 
 20 50 
 39 63 
 30 94 
 23 55 
 1 36 
 53 83 
 13 47 
 45 79 
 24 56 
 56 88 
 22 95 
 14 91 
 46 80 
 6 7 
 65 93 
 38 76 
 49 85 
 42 46 
 7 88 
 27 66 
 18 97 
 19 62 
 39 40 
 30 71 
 2 9 
 54 56 
 20 63 
 12 59 
 53 60 
 72 73 
 23 68 
 24 33 
 10 98 
 16 29 
 43 46 
 87 89 
 1 49 
 34 83 
 53 96 
 45 92 
 46 57 
 5 19 
 65 70 
 38 53 
 37 88 
 17 30 
 49 62 
 68 75 
 18 74 
 19 39 
 79 90 
 30 48 
 50 63 
 42 59 
 40 98 
 60 76 
 11 71 
 39 53 
 31 49 
 23 45 
 75 92 
 41 99 
 34 60 
 25 91 
 13 37 
 72 86 
 56 78 
 22 85 
 26 55 
 5 32 
 49 75 
 15 82 
 8 43 
 26 91 
 27 56 
 18 87 
 19 52 
 11 48 
 12 13 
 30 61 
 63 95 
 21 98 
 41 76 
 1 3 
 60 89 
 52 85 
 13 14 
 25 68 
 4 45 
 44 81 
 10 88 
 2 84 
 22 62 
 14 58 
 34 73 
 45 82 
 5 9 
 37 78 
 38 43 
 49 52 
 15 59 
 7 55 
 8 20 
 27 33 
 18 64 
 11 25 
 30 38 
 42 49 
 82 85 
 48 92 
 40 88 
 41 53 
 60 66 
 20 30 
 6 95 
 4 22 
 10 65 
 75 82 
 74 86 
 45 59 
 56 68 
 14 71 
 15 36 
